Word,Regency Pronunciation,Cambridge Dictionary Link,Note,
Tousle,TOW-zul,https://dictionary.cambridge.org/dictionary/english/tousle,To mess up (hair),
Tousled,TOW-zuld,https://dictionary.cambridge.org/dictionary/english/tousle,Messy appearance,
Towcester,TOE-ster,https://dictionary.cambridge.org/dictionary/english/towcester,,
Towering,TOW-er-ing,https://dictionary.cambridge.org/dictionary/english/towering,,
Traveler,TRAV-lur,https://dictionary.cambridge.org/dictionary/english/traveler,Two syllables,
Treachery,TRECH-ree,https://dictionary.cambridge.org/dictionary/english/treachery,Two syllables,
Treasury,TREZH-ree,https://dictionary.cambridge.org/dictionary/english/treasury,Two syllables,
Tredegar,truh-DEE-gur,https://dictionary.cambridge.org/dictionary/english/tredegar,Welsh estate,
Trefusis,truh-FYOO-sis,https://dictionary.cambridge.org/dictionary/english/trefusis,Cornish name,
Trepidation,trep-ih-day-shun,https://dictionary.cambridge.org/dictionary/english/trepidation,Fear/Apprehension,
Tresses,TRESS-iz,https://dictionary.cambridge.org/dictionary/english/tress,A woman's long hair,
Triathlon,try-ATH-lon,https://dictionary.cambridge.org/dictionary/english/triathlon,No 'a' in the middle (not tri-ath-a-lon),
Trompe l’oeil,TROMP LOY,https://dictionary.cambridge.org/dictionary/english/trompe-l-oeil,Art technique creating an optical illusion of 3D,
Trousseau,TROO-soh,https://dictionary.cambridge.org/dictionary/english/trousseau,A bride's collection of clothing and linens,
Tufted,TUF-ted,https://dictionary.cambridge.org/dictionary/english/tufted,Button-pressed upholstery style,
Tulle,tool,https://dictionary.cambridge.org/dictionary/english/tulle,Fine netting,
Tumult,Too-mult,https://dictionary.cambridge.org/dictionary/english/tumult,Uproar,
Turmeric,TUR-mer-ik,https://dictionary.cambridge.org/dictionary/english/turmeric,,
Twelfths,TWELF-ths,https://dictionary.cambridge.org/dictionary/english/twelfth,,
Tyburn,TY-burn,https://dictionary.cambridge.org/dictionary/english/tyburn,London hanging site,
Uncomfortable,Un-KUM-fur-tuh-bul,https://dictionary.cambridge.org/dictionary/english/uncomfortable,,
Urquhart,ERK-ert,https://dictionary.cambridge.org/dictionary/english/urquhart,Scottish clan,
Usufruct,YOO-zoo-frukt,https://dictionary.cambridge.org/dictionary/english/usufruct,Right to use another's property,
Utmost,UT-mohst,https://dictionary.cambridge.org/dictionary/english/utmost,Ensure the 't' is crisp; avoid 'up-most',
Utterance,UT-runss,https://dictionary.cambridge.org/dictionary/english/utterance,Two syllables; avoid 'ut-ter-ance',
Uttoxeter,yoo-TOX-it-er,https://dictionary.cambridge.org/dictionary/english/uttoxeter,,
Valance,val-uns,https://dictionary.cambridge.org/dictionary/english/valance,Drapery,
Valet,"Regency era standard: VAL-it, american: VAL-ay",https://dictionary.cambridge.org/dictionary/english/valet,Regency era standard (not val-AY),
Valet de chambre,val-ay duh SHAHM-bruh,https://dictionary.cambridge.org/dictionary/english/valet-de-chambre,A personal male servant; the most intimate servant role,
Valse,VALSS,https://dictionary.cambridge.org/dictionary/english/valse,The French term for the Waltz; scandalous in the early Regency,
Valuable,VAL-yoo-bul,https://dictionary.cambridge.org/dictionary/english/valuable,Three syllables; avoid 'VAL-yoo-uh-bul',
Vane-Tempest,VAYN Temp ist,https://dictionary.cambridge.org/dictionary/english/tempest,Aristocratic surname,
Vauxhall,VOX-hall,https://dictionary.cambridge.org/dictionary/english/vauxhall,Famous pleasure gardens,
Vegetable,VEJ-tuh-bul,https://dictionary.cambridge.org/dictionary/english/vegetable,Three syllables; swallow the second 'e',
Venerate,ven-er-ayt,https://dictionary.cambridge.org/dictionary/english/venerate,Deep respect,
Venturing,VEN-tring,https://dictionary.cambridge.org/dictionary/english/venturing,Two syllables; common in travel descriptions,
Veterinary,VET-ruh-nree,https://dictionary.cambridge.org/dictionary/english/veterinary,Swallowed syllables (British standard),
Vicar,VIK-er,https://dictionary.cambridge.org/dictionary/english/vicar,,
Vicarage,VIK-er-ij,https://dictionary.cambridge.org/dictionary/english/vicarage,Short 'i' (rhymes with sticker),
Vice versa,VY-suh VUR-suh,https://dictionary.cambridge.org/dictionary/english/vice-versa,Four distinct syllables,
Vicissitudes,vih-SIS-ih-tyoodz,https://dictionary.cambridge.org/dictionary/english/vicissitude,Changes of fortune or circumstances (The plot of the book),
Victorious ,vik-TOR-ee-uss ,https://dictionary.cambridge.org/dictionary/english/victorious ,Don't swallow the 'ee' syllable ,
Victory,VIK-tree,https://dictionary.cambridge.org/dictionary/english/victory,Two syllables; avoid 'vik-tuh-ree',
Victuals,VIT-ulz,https://dictionary.cambridge.org/dictionary/english/victuals,Provisions/food,
Vignette,vin-YET,https://dictionary.cambridge.org/dictionary/english/vignette,A brief  evocative description or account,
Villiers,VILL-erz,https://dictionary.cambridge.org/dictionary/english/villiers,Avoid the French 'yay',
Vinaigrette,vin-uh-gret,https://dictionary.cambridge.org/dictionary/english/vinaigrette,Smelling salts box,
Vingt-et-un,VAN-tay-UN,https://dictionary.cambridge.org/dictionary/english/vingt-et-un,The card game '21'; never say 'vingt-ay-un',
Virulent,VEER-yuh-lunt,https://dictionary.cambridge.org/dictionary/english/virulent,Extremely severe or harmful,
Vis-a-vis,VEE-zah-VEE,https://dictionary.cambridge.org/dictionary/english/vis-a-vis,In relation to or face-to-face with,
Vis-à-vis,VEE-zah-VEE,https://dictionary.cambridge.org/dictionary/english/vis-a-vis,"Face to face; ""VEE-zah-VEE""",
Viscount,VY-count,https://dictionary.cambridge.org/dictionary/english/viscount,Silent 's',
Viscountess,VIE-count-ess,https://dictionary.cambridge.org/dictionary/english/viscountess,,
Vituperative,vy-TOO-per-uh-tiv,https://dictionary.cambridge.org/dictionary/english/vituperative,Bitter and abusive (Perfect for describing Claire),
Voluntary,VOL-un-tree,https://dictionary.cambridge.org/dictionary/english/voluntary,Three syllables; swallow the 'ta',
Vowel,VOW-ul,https://dictionary.cambridge.org/dictionary/english/vowel,,
Vulnerable,VUL-ner-uh-bul,https://dictionary.cambridge.org/dictionary/english/vulnerable,,
Waistcoat,WESS-kit,https://dictionary.cambridge.org/dictionary/english/waistcoat,Standard period pronunciation,
Walgrave,WOOL-grave,https://dictionary.cambridge.org/dictionary/english/walgrave,Northamptonshire,
Wandering,WAND-ring,https://dictionary.cambridge.org/dictionary/english/wandering,Two syllables; common in romantic descriptions,
Warwick,WOR-rick,https://dictionary.cambridge.org/dictionary/english/warwick,,
Watering,WAW-tring,https://dictionary.cambridge.org/dictionary/english/watering,Two syllables (as in 'Watering place' or Spa),
Weaponry,WEP-un-ree,https://dictionary.cambridge.org/dictionary/english/weaponry,Three syllables; don't over-enunciate the 'on',
Wemyss,WEEMS,https://dictionary.cambridge.org/dictionary/english/wemyss,Scottish title,
Whispering,WHISP-ring,https://dictionary.cambridge.org/dictionary/english/whispering,Two syllables (Drama/Secrets),
Whist,WIST,https://dictionary.cambridge.org/dictionary/english/whist,Regency card game,
Whistle,WHIS-ul,https://dictionary.cambridge.org/dictionary/english/whistle,,
Widths,WID-ths,https://dictionary.cambridge.org/dictionary/english/width,,
Willoughby,WILL-uh-bee,https://dictionary.cambridge.org/dictionary/english/willoughby,Austen character name,
Woburn,WOO-burn,https://dictionary.cambridge.org/dictionary/english/woburn,Abbey/Estate,
Woolwich,WOOL-itch,https://dictionary.cambridge.org/dictionary/english/woolwich,,
Worcestershire,WOOS-ter-sheer,https://dictionary.cambridge.org/dictionary/english/worcestershire,Swallow the middle syllables,
Worsted,WOOS-tid,https://dictionary.cambridge.org/dictionary/english/worsted,,
Wraiths,RAYTHS,https://dictionary.cambridge.org/dictionary/english/wraith,Ghostly images; sibilance check,
Wriggle,RIG-el,https://dictionary.cambridge.org/pronunciation/english/wriggle,Pronounce the “r”,
Wriggled,RIG-eld,https://dictionary.cambridge.org/pronunciation/english/wriggle,Pronounce the “r”,
Wriothesley,ROTZ-lee,https://dictionary.cambridge.org/dictionary/english/wriothesley,Ancient noble name,
Yacht,YOT,https://dictionary.cambridge.org/dictionary/english/yacht,,
Yeoman,YOH-mun,https://dictionary.cambridge.org/dictionary/english/yeoman,Rhymes with 'showman',
Yeovil,YOH-vil,https://dictionary.cambridge.org/dictionary/english/yeovil,Somerset town,
Yorkshire,YORK-sher,https://dictionary.cambridge.org/dictionary/english/yorkshire,Never 'shire' like the hobbits,
Your Ladyship,yor LAY-dee-ship,https://dictionary.cambridge.org/dictionary/english/ladyship,,
Zodiacal,zoh-DY-uh-kul,https://dictionary.cambridge.org/dictionary/english/zodiacal,Four syllables; stress on 'DY',
Zouche,ZOOCH,https://dictionary.cambridge.org/dictionary/english/zouche,Noble title,
